,author,statement,source,date,target,BinaryNumTarget
1715,Jason Asenso,"Says Novak Djokovic said of Simone Biles: “Pressure is a privilege, my friend. ...If you are aiming to be at the top of the game you better start learning how to deal with pressure…”",Facebook posts,"August 2, 2021",barely-true,1
1716,Tom Kertscher,"""They didn't allow"" Simone Biles ""to take her ADHD medication.""",Facebook posts,"August 2, 2021",false,1
1717,Ciara O'Rourke,“Type-2 diabetes gummies nets the biggest deal in ‘Shark Tank’ history!”,Bloggers,"August 2, 2021",false,1
1718,Ciara O'Rourke,Photos show Lloyd Austin without a face shield after he landed in the Philippines.,Marco Rubio,"August 2, 2021",barely-true,1
1719,Gabrielle Settles,Says the white man who wanted Rosa Parks’ seat on the bus was suffering from ADHD and anxiety.,Facebook posts,"August 2, 2021",false,1
1720,Warren Fiske,"When Terry McAuliffe was governor, “Unemployment went down in every single county, including rural Virginia by nearly 50%.",Joe Biden,"July 30, 2021",mostly-true,0
1721,Kiannah Sepeda-Miller,“You can't actually use ARPA (American Rescue Plan Act) funds” to pay down state unemployment insurance fund deficits.,JB Pritzker,"July 30, 2021",false,1
1722,Amy Sherman,Mail-in voting requires no signature verification.,Facebook posts,"July 30, 2021",false,1
1723,Tom Kertscher,“A known antifa member” dressed as a Donald Trump supporter “and caused the Capitol riot” on Jan. 6.,Viral image,"July 30, 2021",barely-true,1
1724,Victoria Knight,"CDC ""will revoke the emergency use authorization"" of the PCR COVID tests because those tests don't differentiate between COVID and flu viruses. ""Translation: They've been adding flu cases to Covid cases when using that test.”",Facebook posts,"July 30, 2021",false,1
1725,Ciara O'Rourke,“More than 40 military tribunals testified.”,Facebook posts,"July 30, 2021",false,1
1726,Jason Asenso,“60% of patients admitted to the hospital in the UK have been fully vaccinated”,Facebook posts,"July 30, 2021",false,1
1727,Bill McCarthy,Says D.C. police officer Michael Fanone is the same person who was arrested after carrying a Confederate flag through the U.S. Capitol on Jan. 6.,Instagram posts,"July 30, 2021",pants-fire,1
1728,Madison Czopek,The opening ceremony of the 2012 London Olympics predicted the COVID-19 pandemic.,Facebook posts,"July 30, 2021",pants-fire,1
1729,Ciara O'Rourke,“George Washington mandated smallpox vaccines for the Continental Army.”,Viral image,"July 30, 2021",mostly-true,0
1730,Ciara O'Rourke,“U.S. military holding White House for Trump’s return.”,Facebook posts,"July 30, 2021",pants-fire,1
1731,Tom Kertscher,"General Motors “admits the 'clean' energy used to charge electric cars comes from coal, 95% coal, to be exact.""",Facebook posts,"July 29, 2021",false,1
1732,Kelsey Sena,Photo shows the place where “the Atlantic Ocean and the Pacific Ocean face each other without mixing.”,Viral image,"• July 29,",false,1
1733,Ciara O'Rourke,"Photo shows Donald Trump supporters protesting Joe Biden’s visit to Allentown, Pa.",Viral image,"July 29, 2021",false,1
1734,Jon Greenberg,"“Thanks to the insane tax-and-spending spree of President Joe Biden and Democrats in Washington, we are seeing six straight months of raging inflation.”",Rick Scott,"July 29, 2021",barely-true,1
1735,Ciara O'Rourke,"Says Emmanuel Macron said, “I no longer have any intention of sacrificing my life, my time, my freedom and the adolescence of my daughters, as well as their right to study properly, for those who refuse to be vaccinated.”",Viral image,"July 29, 2021",false,1
1736,Emily Tian,“Alert: Law enforcement and the Red Cross have advised that there are people going door to door indicating that they are authorized to do testing for Coronavirus.”,Facebook posts,"July 29, 2021",barely-true,1
1737,Ciara O'Rourke,"Says Marjorie Taylor Greene said, “Jesus loves the U.S. most and that is why the Bible is written in English.”",Facebook posts,"July 29, 2021",false,1
1738,Andy Nguyen,Ethylene oxide used in COVID-19 testing swabs “literally changes the structure of the building blocks of your own body.”,Facebook posts,"July 29, 2021",false,1
1739,Tom Kertscher,"Says Joe Biden “is restricting travel for Americans into Mexico, but is keeping the border wide open for illegal aliens to walk right into our country.”",Tweets,"July 28, 2021",barely-true,1
1740,Tom Kertscher,"“CDC quietly deletes 6,000 COVID vaccine deaths from its CDC website total in one day.”",Facebook posts,"July 28, 2021",barely-true,1
1741,Tom Kertscher,People charged in the Jan. 6 assault on the U.S. Capitol are “political prisoners” and “non-violent trespassers” who have been held in solitary confinement for the past six months.,Instagram posts,"July 28, 2021",barely-true,1
1742,Gabrielle Settles,"Says George Floyd’s criminal history includes “23 arrests,” “3 car thefts” and many violent crimes.",Facebook posts,"July 28, 2021",false,1
1743,Jason Asenso,"""Kansas City Chiefs QB Patrick Mahomes has left training camp and says he will ‘not play another down in the NFL’ until the team changes their name.”",Facebook posts,"July 28, 2021",pants-fire,1
1744,Tom Kertscher,“Don’t believe the hype that Florida” COVID-19 “numbers are up. It’s a blatant lie.”,Erin Marie Olszewski,"July 27, 2021",pants-fire,1
1745,Bill McCarthy,There are “22 million illegal aliens living in America and ... voting illegally.”,Facebook posts,"July 27, 2021",false,1
1746,Monique Curet,Video montage shows Kamala Harris and others faking vaccination.,Facebook posts,"July 27, 2021",false,1
1747,Kelsey Sena,“Drivers with no DUIs are getting up to $610 back in savings.”,Facebook posts,"• July 27,",false,1
1748,Jason Asenso,“It makes no sense to require vaccinations for the previously infected.”,Facebook posts,"July 27, 2021",false,1
1749,Ciara O'Rourke,Says an NBC producer at the Olympics was caught on a hot mic saying “60% of people in this stadium will be dead within 10 days.”,Viral image,"July 27, 2021",false,1
1750,Madison Czopek,A photograph shows members of the U.S. women’s soccer team kneeling during the national anthem at the Tokyo Olympics.,Facebook posts,"July 26, 2021",false,1
1751,Tom Kertscher,"""People are being diagnosed with delta variant"" even though ""there is no delta variant test.""",Facebook posts,"July 26, 2021",barely-true,1
1752,Ciara O'Rourke,"“Child support card” in Delaware ""controls what mothers can and cannot buy with child support money.”",Viral image,"July 26, 2021",false,1
1753,Bill McCarthy,The government is “monitoring SMS texts for dangerous misinformation about COVID vaccines.”,Joe Rogan,"July 26, 2021",barely-true,1
1754,Tom Kertscher,"“Ambassador Susan Rice Tribunal, Gavin Newsom indicted.”",Facebook posts,"July 26, 2021",pants-fire,1
1755,Paul Specht,"""Lumber prices can be tied to the (Trump) administration’s actions.""",Alma Adams,"July 23, 2021",half-true,0
1756,Sasha Hupka,"“California has a personal belief exemption to any new vaccine added to the schedule after June 2015 for public and private daycare, preschool and K-12.”",Instagram posts,"July 23, 2021",false,1
1757,Louis Jacobson,"""The cost of an automobile, it's kind of back to what it was before the pandemic.""",Joe Biden,"July 23, 2021",false,1
1758,Jason Asenso,“Queen Elizabeth and her husband Prince Philip were found guilty in the disappearance of 10 native children from the Catholic-run Kamloops residential school”,Facebook posts,"July 23, 2021",pants-fire,1
1759,Emily Tian,"Referring to a destroyed brick mural of George Floyd, said it’s highly unusual for a brick wall to be destroyed by lightning.",Donald Trump Jr.,"July 23, 2021",false,1
1760,Emily Tian,“Coca-Cola has lost $4 bil in market value as people are boycotting Coke for their ‘try to be less White’ statement.”,Facebook posts,"July 23, 2021",false,1
1761,Amy Sherman,“This week the military was moving big equipment into the major big cities preparing for the Maricopa audit results.”,Facebook posts,"July 23, 2021",false,1
1762,Tom Kertscher,Says Joe Biden and Kamala Harris distrusted COVID-19 vaccines.,TikTok posts,"July 23, 2021",false,1
1763,Jon Greenberg,"""Income taxes are voluntary.""",Facebook posts,"July 23, 2021",pants-fire,1
1764,Brandon Mulder,“Seventy four thousand... That’s how many mail-in ballots were recently found in Arizona that have NO clear record of being sent in.”,Texas GOP,"July 23, 2021",pants-fire,1
1765,Gabrielle Settles,The coronavirus can’t be so dangerous because there are no biohazard bins for COVID-19 masks and gloves.,Facebook posts,"July 22, 2021",false,1
1766,Louis Jacobson,"“Ten thousand people have recently died. 9,950 of them, thereabouts, are people who hadn’t been vaccinated.""",Joe Biden,"July 22, 2021",mostly-true,0
1767,Jon Greenberg,“President Biden says he wants to ban handguns.”,House Republicans,"July 22, 2021",false,1
1768,Amy Sherman,“You’re not going to get COVID if you have these vaccinations.”,Joe Biden,"July 22, 2021",half-true,0
1769,Natalie Dunlap,"“In South Dakota, I’m putting prayer back in our schools.”",Kristi Noem,"July 22, 2021",false,1
1770,Tom Kertscher,"“Arizona and Georgia now have the proof,” Joe Biden is “not our elected president!”",Viral image,"July 22, 2021",pants-fire,1
1771,Monique Curet,"“45,000 confirmed dead from the COVID-19 shots within three days… and they’ve covered it up.”",Instagram posts,"July 22, 2021",pants-fire,1
1772,Kelsey Sena,“Americans not vaccinated before 2022 will be put in camps”,Instagram posts,"• July 22,",pants-fire,1
1773,Warren Fiske,“Every Republican in Congress voted to defund the police when they voted against the American Rescue Plan.”,Bobby Scott,"July 22, 2021",false,1
1774,Tom Kertscher,"“If the shot actually saved lives, they’d be priced so high that you literally could not afford them, you know like insulin.”",Viral image,"July 21, 2021",false,1
1775,Jon Greenberg,Questions about whether she’s been vaccinated are “a violation of my HIPAA rights.”,Marjorie Taylor Greene,"July 21, 2021",false,1
1776,Ciara O'Rourke,“Canada prohibits all vaxxed pilots from flying.”,Bloggers,"July 21, 2021",false,1
1777,Ciara O'Rourke,Ex-AARP members wrote this letter criticizing the “Biden Regime.”,Facebook posts,"July 21, 2021",barely-true,1
1778,Ciara O'Rourke,Photo shows people protesting against “vaccine tyranny” in France.,Viral image,"July 21, 2021",false,1
1779,Madison Czopek,“You must give EVERY PENNY” of the advance child tax credit payments back when you file your 2021 taxes.,Tweets,"July 21, 2021",barely-true,1
1780,Tom Kertscher,"“Unvaccinated, you can get COVID and have over 99% chance of survival. Get vaccinated and you can still get COVID and will still have over 99% chance of survival.”",Tomi Lahren,"July 21, 2021",barely-true,1
1781,Ciara O'Rourke,Five JetBlue pilots died from the COVID-19 vaccine.,Facebook posts,"July 21, 2021",false,1
1782,Jon Greenberg,Says “Jeff Bezos will put 300 (metric tons) of carbon into the atmosphere for 180 seconds in space.”,Tweets,"July 20, 2021",false,1
1783,Ciara O'Rourke,“Some of you are being injected with saline because it would look too suspicious if everybody died at the same time.”,Viral image,"July 20, 2021",false,1
1784,Bill McCarthy,"“It now appears there actually was meaningful voter fraud in Fulton County, Georgia, last November. That is not a conspiracy theory. It's true.”",Tucker Carlson,"July 20, 2021",false,1
1785,Laura Schulte,"“A farm with 2,500 dairy cattle is similar in waste load to a city of 411,000 people.”",Jill Karofsky,"July 20, 2021",false,1
1786,Tom Kertscher,Says Donald Trump “won Arizona.”,Viral image,"July 20, 2021",false,1
1787,Ciara O'Rourke,Says Kayleigh McEnany is John F. Kennedy Jr.’s daughter.,Viral image,"July 20, 2021",false,1
1788,Kiannah Sepeda-Miller,"“You may be 55 years old in [Illinois] and a citizen and not eligible for Medicaid. But if you are an undocumented immigrant and 55 or older, you’re eligible for Medicaid.”",Terri Bryant,"July 20, 2021",false,1
1789,Tom Kertscher,"In the 2020 presidential election, “4,255 ballots in Fulton County, Georgia, were scanned multiple times” and “3,390 went to Biden.”",Facebook posts,"July 19, 2021",false,1
